,ABBA,Billie Eilish,Ed Sheeran,JAY-Z,Macklemore,Rage Against the Machine,Taylor Swift,The Beatles,The Wolfe Tones
get,0.07497793039966612,0.07873663965862429,0.0732919869302456,0.20164234484482482,0.1959279073095618,0.07844112062696193,0.06172816737718391,0.17848889736259468,0.02051628071107384
chance,0.3630032092731937,0.0,0.008904483784455158,0.002011493506529612,0.010794334321430779,0.0,0.005583003867725445,0.0022215726130558194,0.0
sweet,0.019112021474424697,0.0019204058453322998,0.009845192274212097,0.04151460040922864,0.003978231620498717,0.00198585115511296,0.020576055792394635,0.016375128198403182,0.023935660829586147
seventeen,0.014935137818872296,0.003251529742555222,0.0,0.0,0.0,0.0,0.006967658170387423,0.0083176506421302,0.0
feel,0.09425300668534962,0.14859185568281705,0.09915154648175883,0.07456897518796957,0.05386790690414897,0.009877866555759084,0.031841543497239756,0.03439079828376491,0.0
beat,0.011375362875818057,0.0,0.016928312813958825,0.008194392877798854,0.017589520621762927,0.0076827850989237305,0.015162639760590362,0.0018100420149349953,0.05102524490888992
tambourine,0.0230176769624393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh,0.07350777490163346,0.0652937987412982,0.25159935811875356,0.04670392546038222,0.10741225375346536,0.050639204455380483,0.20027360971264113,0.16702630762371246,0.10087171349611306
yeah,0.02762588126984385,0.059436742273126814,0.14630898932064415,0.19256823262827305,0.1539083054404256,0.21072781985619377,0.11675232615654577,0.24254563000128937,0.0
teaser,0.01150883848121965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn,0.011761243984261352,0.0057612175359968995,0.016408653790353493,0.021498632354779116,0.03878775829986249,0.03574532079203328,0.010973896422610473,0.011462589738882227,0.015387210533305381
leave,0.026462798964588044,0.042248928597310595,0.04375641010760932,0.019274635904284725,0.02784762134349102,0.00397170231022592,0.0603564303243576,0.021287666657924136,0.017096900592561536
burning,0.024375777591038695,0.01273644477281289,0.016928312813958825,0.002458317863339656,0.004397380155440732,0.0076827850989237305,0.001516263976059036,0.0036200840298699906,0.0
another,0.01617171047835936,0.038408116906646,0.04156858960222885,0.01037865010230716,0.029836737153740377,0.028794841749137923,0.026063004003699874,0.016375128198403182,0.015387210533305381
anyone,0.007978092511498763,0.028659031418113934,0.0059363225229701055,0.0,0.0013492917901788473,0.0,0.00372200257848363,0.0022215726130558194,0.0
cheated,0.0028172453552938364,0.0,0.0,0.0,0.009529310479512991,0.0,0.0,0.0,0.009828789644789827
since,0.010291088486228684,0.011522435071993799,0.012033012779592563,0.014085310853131146,0.01591292648199487,0.009929255775564801,0.008230422316957855,0.016375128198403182,0.013677520474049227
made,0.014701554980326692,0.0748958279679597,0.022972115306494893,0.045962593310217424,0.034809526679363774,0.00198585115511296,0.09876506780349426,0.014737615378562862,0.030774421066610762
must,0.0617465309173721,0.0057612175359968995,0.001093910252690233,0.00518932505115358,0.01690748438711955,0.01191510693067776,0.0150891075810894,0.013100102558722545,0.042742251481403835
end,0.024992643466555376,0.0288060876799845,0.014220833284973028,0.012602646552801551,0.01690748438711955,0.00198585115511296,0.04115211158478927,0.004912538459520954,0.015387210533305381
ever,0.01764186597639203,0.038408116906646,0.036099038338777686,0.022239964504943914,0.03779320039473781,0.00297877673266944,0.10013680485632057,0.013100102558722545,0.025645350888842303
learn,0.001470155498032669,0.007681623381329199,0.0032817307580706987,0.006671989351483174,0.010940136956371471,0.00297877673266944,0.0054869482113052365,0.008187564099201591,0.003419380118512307
suddenly,0.01110574298674104,0.0,0.0016527076398647337,0.0,0.0015026035673813905,0.0,0.00414491097695846,0.007421988982380165,0.0
lose,0.011375362875818057,0.02547288954562578,0.013300817210967649,0.01720822504337759,0.016490175582902746,0.009877866555759084,0.013646375784531324,0.007240168059739981,0.0
control,0.0017982112168477896,0.007046796076872949,0.005352037085178224,0.000906755638855969,0.007298922528370926,0.024289810342462918,0.003355662660526519,0.0,0.0
fire,0.029403109960653383,0.0268856818346522,0.03719294859146792,0.004447992900988783,0.02784762134349102,0.04368872541248513,0.009602159369784164,0.004912538459520954,0.015387210533305381
within,0.008991056084238948,0.0,0.004014027813883668,0.005440533833135814,0.0024329741761236422,0.021860829308216624,0.0,0.00801165298312813,0.0020911963707251732
soul,0.039694198446882066,0.007681623381329199,0.012033012779592563,0.011861314402636755,0.006961905335872755,0.00595755346533888,0.006858685264131545,0.001637512819840318,0.006838760237024614
one,0.1381946168150709,0.1267467857919318,0.10501538425826236,0.17643705173922172,0.10940136956371471,0.09631378102297856,0.18381276507872543,0.09170071791105781,0.10771047373313766
hear,0.057336064423274095,0.0134428409173261,0.014220833284973028,0.016309307303625536,0.022874831817867623,0.009929255775564801,0.01371737052826309,0.008187564099201591,0.02051628071107384
bell,0.004442297194696416,0.0029013983591580266,0.0033054152797294674,0.0,0.003005207134762781,0.0,0.0,0.0,0.0051660871004443835
ring,0.08967948537999282,0.0038408116906645997,0.005469551263451165,0.0037066607508239855,0.002983673715374038,0.00099292557755648,0.008230422316957855,0.004912538459520954,0.01025814035553692
forget,0.023522487968522705,0.015363246762658399,0.009845192274212097,0.01037865010230716,0.034809526679363774,0.012908032508234241,0.02743474105652618,0.001637512819840318,0.013677520474049227
woah,0.03596422433695579,0.007046796076872949,0.002676018542589112,0.004533778194279845,0.010948383792556388,0.0,0.005033493990789778,0.004005826491564065,0.0
mamma,0.07672558987479766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mia,0.06480365471588509,0.0,0.004821896894605172,0.0,0.0,0.0,0.0,0.0,0.0
resist,0.01244594818239358,0.0,0.0,0.0,0.0016839329129654562,0.0050435074264368294,0.0023225527234624743,0.0,0.0
