,ABBA,Billie Eilish,Ed Sheeran,JAY-Z,Macklemore,Rage Against the Machine,Taylor Swift,The Beatles,The Wolfe Tones
wasting,0.014086226776469184,0.0,0.006288750236197225,0.0,0.0,0.0,0.0,0.003137950639985115,0.0
emotion,0.016200913678971272,0.0,0.0,0.0,0.0021919785752221674,0.0,0.0,0.0,0.0
shooting,0.002489189636478716,0.0,0.0,0.0012551844399099684,0.0016839329129654562,0.0,0.0,0.0,0.011579027613843688
sitting,0.010789267301086737,0.0023489320256243162,0.002676018542589112,0.004533778194279845,0.006082435440309105,0.0024289810342462918,0.0,0.012017479474692195,0.0
duck,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baby,0.06825217725490834,0.0849096318187526,0.15235481532562944,0.0778467323390891,0.019788210699483295,0.004390162913670704,0.1213011180847229,0.04525105037337488,0.0
stuck,0.0017982112168477896,0.0,0.008028055627767336,0.013601334582839535,0.010948383792556388,0.0012144905171231459,0.0016778313302632595,0.0,0.0041823927414503465
easily,0.0028172453552938364,0.0,0.0,0.0028412158572022803,0.001905862095902598,0.0,0.0,0.0,0.0
kind,0.011375362875818057,0.00424548159093763,0.006045826004985296,0.002458317863339656,0.01539083054404256,0.0,0.006065055904236144,0.005430126044804986,0.015118591084115531
fear,0.021125673912233536,0.00424548159093763,0.007254991205982354,0.009013832165578738,0.01539083054404256,0.03512130330936563,0.003032527952118072,0.0,0.02456771051168774
near,0.019500622072830955,0.00849096318187526,0.012091652009970592,0.0032777571511195414,0.0,0.0032926221852530276,0.001516263976059036,0.007240168059739981,0.0321270060537455
unsatisfied,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skip,0.0028172453552938364,0.0036800559228472385,0.0020962500787324086,0.0,0.0,0.0,0.0,0.0,0.0
pride,0.0016250518394025795,0.002122740795468815,0.002418330401994118,0.0032777571511195414,0.006596070233161098,0.0,0.001516263976059036,0.0036200840298699906,0.01133894331308665
sharing,0.00845173606588151,0.0036800559228472385,0.0,0.0,0.0,0.0,0.0,0.0,0.01638131607464971
devotion,0.009720548207382764,0.0,0.002410948447302586,0.0,0.0,0.0,0.0,0.0,0.0
affairs,0.009720548207382764,0.0,0.0,0.0,0.0,0.0,0.00604654231823079,0.0,0.0
last,0.03675388745081673,0.015363246762658399,0.02953557682263629,0.016309307303625536,0.02585850553324166,0.010922181353121282,0.019204318739568328,0.008187564099201591,0.023935660829586147
pretty,0.008820932988196015,0.0345673052159814,0.008751282021521863,0.009637317952142363,0.002983673715374038,0.00297877673266944,0.0150891075810894,0.011462589738882227,0.0017096900592561534
scarce,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensible,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incomprehensible,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waterloo,0.17821005046868402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376811039442696
napoleon,0.015345117974959533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surrender,0.002489189636478716,0.0,0.003704302120256171,0.0,0.0,0.0,0.0,0.0027725502140434006,0.002894756903460922
quite,0.006500207357610318,0.029718371136563407,0.002418330401994118,0.0008194392877798854,0.004397380155440732,0.0,0.010613847832413252,0.0018100420149349953,0.003779647771028883
similar,0.003240182735794255,0.0,0.0,0.0016338758979356838,0.0,0.0,0.0,0.0,0.0
book,0.0016250518394025795,0.0,0.001209165200997059,0.0008194392877798854,0.012092795427462012,0.004390162913670704,0.004548791928177108,0.0018100420149349953,0.0018898238855144414
shelf,0.002489189636478716,0.0,0.005556453180384256,0.0,0.0016839329129654562,0.0,0.006967658170387423,0.0,0.0
repeating,0.0028172453552938364,0.0,0.0,0.0,0.001905862095902598,0.0,0.0026286470008994246,0.0,0.0
defeated,0.004978379272957432,0.019509178455331334,0.0,0.0,0.0016839329129654562,0.0,0.0,0.0,0.002894756903460922
war,0.004410466494098007,0.0057612175359968995,0.001093910252690233,0.013343978702966348,0.005967347430748076,0.06851186485139713,0.0027434741056526183,0.001637512819840318,0.025645350888842303
promise,0.008125259197012898,0.01698192636375052,0.006045826004985296,0.007374953590018968,0.003298035116580549,0.001097540728417676,0.022743959640885544,0.0018100420149349953,0.0
forevermore,0.007672558987479767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
escape,0.006500207357610318,0.002122740795468815,0.003627495602991177,0.002458317863339656,0.006596070233161098,0.009877866555759084,0.003032527952118072,0.0,0.0018898238855144414
wanted,0.017875570233428374,0.02547288954562578,0.004836660803988236,0.006555514302239083,0.04177511147668695,0.00548770364208838,0.021227695664826504,0.0,0.003779647771028883
fate,0.010789267301086737,0.0,0.001338009271294556,0.003627022555423876,0.0012164870880618211,0.0012144905171231459,0.016778313302632596,0.0,0.014638374595076213
finally,0.009750311036415478,0.002122740795468815,0.001209165200997059,0.0016388785755597707,0.020887555738343475,0.001097540728417676,0.003032527952118072,0.0018100420149349953,0.0
facing,0.016200913678971272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376811039442696
tried,0.005880621992130676,0.0172836526079907,0.0065634615161413975,0.009637317952142363,0.014918368576870188,0.01787266039601664,0.009602159369784164,0.004912538459520954,0.015387210533305381
hold,0.01617171047835936,0.0172836526079907,0.04813205111837025,0.021498632354779116,0.052711568971608,0.00595755346533888,0.03292168926783142,0.04093782049600795,0.01025814035553692
back,0.024992643466555376,0.10946313318394109,0.09517019198405027,0.08673586156928127,0.11238504327908876,0.11418644141899521,0.11111070127893104,0.16866382044355277,0.08206512284429536
stronger,0.002489189636478716,0.0,0.009260755300640426,0.0012551844399099684,0.0,0.0,0.0023225527234624743,0.0,0.0
fight,0.014625466554623217,0.00849096318187526,0.004836660803988236,0.005736075014459197,0.02968231604922494,0.0318286811241126,0.027292751569062648,0.0,0.06803365987851989
refuse,0.007672558987479767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
days,0.01617171047835936,0.0249652759893199,0.009845192274212097,0.011119982252471957,0.020885716007618266,0.00397170231022592,0.01646084463391571,0.009825076919041909,0.023935660829586147
seem,0.007978092511498763,0.020842931940446497,0.0029681612614850528,0.002011493506529612,0.008095750741073084,0.0,0.00372200257848363,0.0,0.0
reach,0.010789267301086737,0.0046978640512486325,0.004014027813883668,0.006347289471991783,0.0048659483522472844,0.0048579620684925835,0.0,0.0,0.0041823927414503465
closed,0.0019945231278746907,0.0,0.019293048199652843,0.005028733766324031,0.008095750741073084,0.0,0.001861001289241815,0.0022215726130558194,0.0
whatever,0.003250103678805159,0.002122740795468815,0.002418330401994118,0.004916635726679312,0.010993450388601831,0.0032926221852530276,0.003032527952118072,0.0036200840298699906,0.0
understood,0.004442297194696416,0.0029013983591580266,0.0,0.0,0.0,0.0015001374050649756,0.00414491097695846,0.002473996327460055,0.0
good,0.024992643466555376,0.046089740287975196,0.019690384548424193,0.03410127890758067,0.06464626383310415,0.010922181353121282,0.05212600800739975,0.04257533331584827,0.015387210533305381
darling,0.015548040181437456,0.0,0.029748737517565207,0.0,0.0015026035673813905,0.0,0.00414491097695846,0.037109944911900825,0.0
gave,0.008820932988196015,0.0096020292266615,0.009845192274212097,0.017791971603955133,0.01292925276662083,0.00297877673266944,0.03429342632065773,0.006550051279361272,0.027355040948098455
else,0.010291088486228684,0.011522435071993799,0.016408653790353493,0.0029653286006591888,0.011934694861496151,0.00397170231022592,0.01646084463391571,0.003275025639680636,0.01025814035553692
carry,0.007192844867391158,0.0023489320256243162,0.010704074170356449,0.002720266916567907,0.009731896704494569,0.0012144905171231459,0.0,0.01802621921203829,0.0
far,0.011761243984261352,0.019204058453323,0.0032817307580706987,0.007413321501647971,0.007956463240997434,0.00099292557755648,0.009602159369784164,0.004912538459520954,0.061548842133221524
alive,0.008125259197012898,0.023350148750156962,0.004836660803988236,0.01229158931669828,0.031881006126945305,0.012072948012594434,0.003032527952118072,0.0,0.0018898238855144414
something,0.027932954462620712,0.021124464298655297,0.02625384606456559,0.01037865010230716,0.030831295058865057,0.0347523952144768,0.03154995221500511,0.02620020511744509,0.003419380118512307
died,0.0016250518394025795,0.002122740795468815,0.0,0.007374953590018968,0.003298035116580549,0.0318286811241126,0.006065055904236144,0.005430126044804986,0.07370313153506322
make,0.0661569974114701,0.1325080033279287,0.10282756375288189,0.06597856136466694,0.07857007450484967,0.0347523952144768,0.0603564303243576,0.0540379230547305,0.02906473100735461
super,0.019913517091829726,0.0,0.0018521510601280855,0.0025103688798199368,0.005051798738896369,0.0,0.0,0.0,0.0
trouper,0.030690235949919067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beams,0.019181397468699415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gon,0.0617465309173721,0.0441693344426429,0.03172339732801675,0.07413321501647971,0.09647211679709389,0.12113692046189058,0.15226281286372031,0.050762897415049864,0.0017096900592561534
blind,0.008125259197012898,0.00424548159093763,0.001209165200997059,0.002458317863339656,0.001099345038860183,0.00548770364208838,0.003032527952118072,0.0018100420149349953,0.0
crowd,0.007350777490163346,0.0038408116906645997,0.0032817307580706987,0.0007413321501647972,0.005967347430748076,0.00099292557755648,0.009602159369784164,0.004912538459520954,0.0017096900592561534
sick,0.003250103678805159,0.002122740795468815,0.003627495602991177,0.007374953590018968,0.008794760310881463,0.012072948012594434,0.004548791928177108,0.0,0.003779647771028883
called,0.002940310996065338,0.011522435071993799,0.002187820505380466,0.00518932505115358,0.0019891158102493586,0.009929255775564801,0.020576055792394635,0.004912538459520954,0.03248411112586692
glasgow,0.003240182735794255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376811039442696
eat,0.003989046255749381,0.018237565447890687,0.0014840806307425264,0.005028733766324031,0.018890085062503864,0.0,0.0,0.004443145226111639,0.0
wishin,0.004978379272957432,0.0,0.0018521510601280855,0.0025103688798199368,0.0,0.0,0.0023225527234624743,0.0,0.0
imagine,0.006663445792044625,0.0,0.0,0.005600118040952564,0.004507810702144172,0.0,0.00207245548847923,0.0,0.007749130650666575
comin,0.003596422433695579,0.0046978640512486325,0.02274615761200745,0.019041868415975348,0.008515409616432748,0.024289810342462918,0.005033493990789778,0.0,0.0
alright,0.029250933109246435,0.019104667159219334,0.007254991205982354,0.006555514302239083,0.027483625971504572,0.006585244370506055,0.024260223616944576,0.06516151253765984,0.0
stage,0.003596422433695579,0.0023489320256243162,0.002676018542589112,0.001813511277711938,0.013381357968680032,0.017002867239724044,0.006711325321053038,0.0,0.0
tonight,0.030875984948649012,0.00849096318187526,0.0411116168339,0.009833271453358624,0.04837118170984805,0.0032926221852530276,0.009097583856354216,0.005430126044804986,0.0
shinin,0.009956758545914863,0.0,0.005556453180384256,0.0012551844399099684,0.0016839329129654562,0.0,0.0,0.0,0.0
smilin,0.011268981421175345,0.0036800559228472385,0.0,0.0,0.003811724191805196,0.0,0.0,0.0,0.0
havin,0.009972615639373452,0.015632198955334874,0.0029681612614850528,0.01307470779244248,0.0,0.0013470772522667712,0.00372200257848363,0.0,0.0
fun,0.011967138767248144,0.010421465970223249,0.008904483784455158,0.0,0.0,0.0,0.06327404383422171,0.0066647178391674574,0.0069584809958818505
number,0.008991056084238948,0.011744660128121582,0.0,0.009974312027415659,0.0012164870880618211,0.0048579620684925835,0.008389156651316298,0.21431171729867748,0.0
twenty,0.0017982112168477896,0.0023489320256243162,0.0,0.003627022555423876,0.013381357968680032,0.0,0.005033493990789778,0.006008739737346097,0.006273589112175519
thousand,0.002940310996065338,0.0096020292266615,0.01093910252690233,0.0007413321501647972,0.023869389722992303,0.004964627887782401,0.0013717370528263091,0.003275025639680636,0.003419380118512307
friends,0.017875570233428374,0.03396385272750104,0.035065790828914714,0.01638878575559771,0.017589520621762927,0.0,0.06368308699447951,0.03439079828376491,0.015118591084115531
lonely,0.02337674581902126,0.035233980384364746,0.009366064899061893,0.000906755638855969,0.0,0.0,0.005033493990789778,0.04206117816142268,0.006273589112175519
part,0.013000414715220636,0.00849096318187526,0.006045826004985296,0.0032777571511195414,0.01429148550518238,0.001097540728417676,0.001516263976059036,0.0,0.018898238855144415
success,0.002221148597348208,0.0,0.0016527076398647337,0.004480094432762051,0.009015621404288344,0.0,0.0,0.0,0.0025830435502221917
ends,0.011967138767248144,0.010421465970223249,0.004452241892227579,0.0030172402597944186,0.0,0.0,0.020471014181659968,0.0022215726130558194,0.0
moments,0.003596422433695579,0.0046978640512486325,0.004014027813883668,0.0,0.0012164870880618211,0.0012144905171231459,0.0016778313302632595,0.0020029132457820326,0.0
goin,0.004410466494098007,0.015363246762658399,0.0065634615161413975,0.006671989351483174,0.003978231620498717,0.00397170231022592,0.004115211158478928,0.008187564099201591,0.008548450296280768
crazy,0.025174957035869056,0.0046978640512486325,0.01605611125553467,0.02085537969368729,0.007298922528370926,0.0012144905171231459,0.011744819311842817,0.0,0.0
soon,0.004410466494098007,0.0057612175359968995,0.0032817307580706987,0.007413321501647971,0.008951021146122113,0.00297877673266944,0.010973896422610473,0.003275025639680636,0.02051628071107384
changing,0.006663445792044625,0.0,0.0016527076398647337,0.0011200236081905126,0.007513017836906953,0.0,0.0,0.00494799265492011,0.0
arrive,0.003240182735794255,0.0,0.0,0.0016338758979356838,0.0,0.0,0.0,0.0,0.0
prove,0.002489189636478716,0.0,0.0018521510601280855,0.0,0.0033678658259309125,0.0,0.0,0.0,0.01447378451730461
tight,0.008820932988196015,0.015363246762658399,0.009845192274212097,0.00518932505115358,0.004972789525623396,0.00297877673266944,0.0054869482113052365,0.009825076919041909,0.0017096900592561534
drums,0.01244594818239358,0.0,0.0,0.0,0.010103597477792738,0.010087014852873659,0.0,0.0,0.040526596648452914
fernando,0.1381060617746358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remember,0.007350777490163346,0.021124464298655297,0.02953557682263629,0.008154653651812768,0.022874831817867623,0.00099292557755648,0.08093248611675224,0.009825076919041909,0.017096900592561536
ago,0.003596422433695579,0.007046796076872949,0.002676018542589112,0.004533778194279845,0.007298922528370926,0.0,0.0,0.00801165298312813,0.006273589112175519
starry,0.003240182735794255,0.0,0.0,0.0,0.0,0.0,0.003023271159115395,0.0,0.0
firelight,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
humming,0.0028172453552938364,0.0,0.0,0.0,0.0,0.003805468163424551,0.0,0.0,0.006552526429859884
softly,0.002489189636478716,0.003251529742555222,0.005556453180384256,0.0012551844399099684,0.0,0.0,0.0,0.0,0.0
strumming,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar,0.0019945231278746907,0.0,0.011872645045940211,0.0,0.0013492917901788473,0.0013470772522667712,0.001861001289241815,0.013329435678334915,0.0
distant,0.00648036547158851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00753622078885392
sounds,0.003250103678805159,0.00424548159093763,0.0,0.002458317863339656,0.008794760310881463,0.001097540728417676,0.004548791928177108,0.0018100420149349953,0.0018898238855144414
bugle,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coming,0.010291088486228684,0.011522435071993799,0.0032817307580706987,0.007413321501647971,0.006961905335872755,0.00893633019800832,0.009602159369784164,0.011462589738882227,0.003419380118512307
afar,0.0028172453552938364,0.0,0.0,0.0014206079286011402,0.0,0.0,0.0,0.0,0.003276263214929942
closer,0.0017982112168477896,0.0046978640512486325,0.004014027813883668,0.001813511277711938,0.0024329741761236422,0.0,0.008389156651316298,0.00801165298312813,0.0
hour,0.010789267301086737,0.0,0.0,0.000906755638855969,0.0024329741761236422,0.0048579620684925835,0.003355662660526519,0.0020029132457820326,0.0020911963707251732
seemed,0.005634490710587673,0.0,0.0,0.0,0.0,0.0,0.0,0.003137950639985115,0.003276263214929942
eternally,0.003240182735794255,0.0,0.0,0.0,0.0,0.00437676193930821,0.0,0.0,0.0
afraid,0.002940310996065338,0.0134428409173261,0.002187820505380466,0.011861314402636755,0.007956463240997434,0.00099292557755648,0.01371737052826309,0.001637512819840318,0.0017096900592561534
full,0.005880621992130676,0.007681623381329199,0.0065634615161413975,0.0037066607508239855,0.002983673715374038,0.04269579983492865,0.009602159369784164,0.004912538459520954,0.0017096900592561534
none,0.007350777490163346,0.0019204058453322998,0.0032817307580706987,0.0022239964504943916,0.0009945579051246793,0.00297877673266944,0.0054869482113052365,0.001637512819840318,0.00512907017776846
prepared,0.004442297194696416,0.0,0.004958122919594202,0.0022400472163810253,0.0015026035673813905,0.0,0.0,0.0,0.0025830435502221917
ashamed,0.003240182735794255,0.0042325222563809484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roar,0.007467568909436148,0.0,0.0,0.00753110663945981,0.0,0.0,0.0023225527234624743,0.0,0.002894756903460922
guns,0.002221148597348208,0.0,0.0,0.0033600708245715384,0.010518224971669734,0.01050096183545483,0.0,0.0,0.028413479052444107
cannons,0.003240182735794255,0.0,0.0,0.0016338758979356838,0.0,0.0,0.0,0.0,0.0
almost,0.004875155518207739,0.002122740795468815,0.002418330401994118,0.0032777571511195414,0.008794760310881463,0.0,0.006065055904236144,0.0018100420149349953,0.003779647771028883
air,0.008820932988196015,0.0134428409173261,0.0032817307580706987,0.0059306572013183775,0.009945579051246793,0.00893633019800832,0.01371737052826309,0.001637512819840318,0.011967830414793074
bright,0.011375362875818057,0.0,0.007254991205982354,0.0032777571511195414,0.009894105349741647,0.002195081456835352,0.004548791928177108,0.0036200840298699906,0.009449119427572207
liberty,0.007467568909436148,0.0,0.0,0.0025103688798199368,0.0,0.0016811691421456097,0.0,0.0,0.0260528121311483
thought,0.014701554980326692,0.0345673052159814,0.015314743537663262,0.009637317952142363,0.024863947628116983,0.00893633019800832,0.028806478109352492,0.014737615378562862,0.017096900592561536
regret,0.007978092511498763,0.0,0.004452241892227579,0.001005746753264806,0.008095750741073084,0.0,0.013027009024692705,0.0022215726130558194,0.0
old,0.022052332470490037,0.0057612175359968995,0.024066025559185127,0.017050639453790335,0.029836737153740377,0.012908032508234241,0.035665163373484035,0.003275025639680636,0.1316461345627238
many,0.003250103678805159,0.0,0.001209165200997059,0.008194392877798854,0.01429148550518238,0.004390162913670704,0.024260223616944576,0.018100420149349955,0.0548048926799188
seen,0.008820932988196015,0.015363246762658399,0.005469551263451165,0.017791971603955133,0.02685306343836634,0.010922181353121282,0.024691266950873564,0.006550051279361272,0.03419380118512307
rifle,0.0028172453552938364,0.0,0.0,0.0,0.001905862095902598,0.0,0.0,0.0,0.026210105719439537
recall,0.008991056084238948,0.0,0.001338009271294556,0.000906755638855969,0.0,0.008501433619862022,0.005033493990789778,0.0020029132457820326,0.0041823927414503465
fateful,0.003240182735794255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376811039442696
crossed,0.0016250518394025795,0.002122740795468815,0.002418330401994118,0.0008194392877798854,0.001099345038860183,0.0,0.001516263976059036,0.0036200840298699906,0.007559295542057766
rio,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grande,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freedom,0.016183900951630106,0.0023489320256243162,0.0,0.003627022555423876,0.01216487088061821,0.0425071680993101,0.003355662660526519,0.0,0.046006320155953816
land,0.004410466494098007,0.0038408116906645997,0.002187820505380466,0.0059306572013183775,0.003978231620498717,0.03177361848180736,0.009602159369784164,0.004912538459520954,0.14361396497751688
passed,0.0017982112168477896,0.0,0.0,0.004533778194279845,0.0048659483522472844,0.01821735775684719,0.008389156651316298,0.0020029132457820326,0.010455981853625866
great,0.003596422433695579,0.0,0.005352037085178224,0.003627022555423876,0.008515409616432748,0.0012144905171231459,0.010066987981579557,0.0,0.03345914193160277
romances,0.003240182735794255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376811039442696
felt,0.0053946336505433685,0.016442524179370217,0.001338009271294556,0.000906755638855969,0.0231132546731746,0.0,0.025167469953948893,0.0,0.0041823927414503465
robbing,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rightful,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chances,0.0028172453552938364,0.0,0.0,0.0014206079286011402,0.0,0.0,0.0026286470008994246,0.0,0.0
clear,0.004410466494098007,0.0057612175359968995,0.001093910252690233,0.004447992900988783,0.0019891158102493586,0.021844362706242564,0.0013717370528263091,0.001637512819840318,0.03419380118512307
easy,0.021125673912233536,0.00849096318187526,0.007254991205982354,0.006555514302239083,0.006596070233161098,0.0,0.003032527952118072,0.012670294104544967,0.0018898238855144414
dealt,0.002221148597348208,0.0,0.0016527076398647337,0.0011200236081905126,0.0015026035673813905,0.0,0.00207245548847923,0.0,0.0
blow,0.0053946336505433685,0.009395728102497265,0.008028055627767336,0.007254045110847752,0.015814332144803673,0.0,0.005033493990789778,0.0,0.016729570965801386
crying,0.009972615639373452,0.005210732985111624,0.0,0.0,0.02428725222321925,0.0,0.00744400515696726,0.0022215726130558194,0.004638987330587901
lying,0.004875155518207739,0.0,0.002418330401994118,0.0016388785755597707,0.005496725194300916,0.001097540728417676,0.006065055904236144,0.0036200840298699906,0.009449119427572207
bed,0.008820932988196015,0.0057612175359968995,0.02187820505380466,0.0007413321501647972,0.009945579051246793,0.00198585115511296,0.020576055792394635,0.004912538459520954,0.013677520474049227
staring,0.01110574298674104,0.005802796718316053,0.0,0.0011200236081905126,0.007513017836906953,0.0,0.00207245548847923,0.0,0.0
ceiling,0.011268981421175345,0.0,0.0,0.00852364757160684,0.02858793143853897,0.0,0.0,0.0,0.0
wishing,0.01244594818239358,0.0,0.0,0.0,0.0033678658259309125,0.0,0.013935316340774846,0.0027725502140434006,0.0
instead,0.004875155518207739,0.00849096318187526,0.001209165200997059,0.009013832165578738,0.00769541527202128,0.008780325827341407,0.007581319880295181,0.005430126044804986,0.0
shaking,0.007467568909436148,0.0,0.0,0.0,0.0016839329129654562,0.0016811691421456097,0.0023225527234624743,0.0,0.0
breaking,0.031096080362874912,0.0,0.004958122919594202,0.0,0.004507810702144172,0.0,0.006217366465437691,0.0,0.012915217751110958
call,0.038224042948849395,0.0480101461333075,0.04375641010760932,0.016309307303625536,0.02585850553324166,0.01687973481846016,0.1042520160147995,0.003275025639680636,0.018806590651817688
sorry,0.026973168252716843,0.06577009671748087,0.004014027813883668,0.00906755638855969,0.007298922528370926,0.0,0.005033493990789778,0.004005826491564065,0.0
stupid,0.003596422433695579,0.014093592153745898,0.002676018542589112,0.003627022555423876,0.003649461264185463,0.0,0.0016778313302632595,0.004005826491564065,0.0
left,0.022052332470490037,0.038408116906646,0.02515993581187536,0.013343978702966348,0.01392381067174551,0.010922181353121282,0.03292168926783142,0.011462589738882227,0.018806590651817688
saw,0.008125259197012898,0.03396385272750104,0.026601634421935298,0.004916635726679312,0.002198690077720366,0.0,0.03335780747329879,0.023530546194154938,0.01322876719860109
concealed,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attraction,0.009720548207382764,0.0,0.0,0.0,0.0,0.002188380969654105,0.0,0.0,0.0
kept,0.002940310996065338,0.007681623381329199,0.0032817307580706987,0.0029653286006591888,0.002983673715374038,0.00595755346533888,0.008230422316957855,0.003275025639680636,0.017096900592561536
heat,0.003596422433695579,0.0,0.001338009271294556,0.003627022555423876,0.0012164870880618211,0.0,0.005033493990789778,0.0020029132457820326,0.008364785482900693
action,0.011268981421175345,0.0,0.0,0.0,0.005717586287707794,0.03234647938910868,0.0,0.0,0.0
child,0.009750311036415478,0.002122740795468815,0.001209165200997059,0.008194392877798854,0.003298035116580549,0.004390162913670704,0.007581319880295181,0.0,0.009449119427572207
stubborn,0.003240182735794255,0.0042325222563809484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misconceiving,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
started,0.002940310996065338,0.0345673052159814,0.005469551263451165,0.0059306572013183775,0.01591292648199487,0.004964627887782401,0.008230422316957855,0.001637512819840318,0.0017096900592561534
changed,0.003250103678805159,0.00849096318187526,0.007254991205982354,0.002458317863339656,0.008794760310881463,0.001097540728417676,0.003032527952118072,0.010860252089609971,0.0
work,0.005880621992130676,0.0038408116906645997,0.005469551263451165,0.021498632354779116,0.023869389722992303,0.049646278877824,0.006858685264131545,0.014737615378562862,0.013677520474049227
pay,0.013231399482294022,0.0038408116906645997,0.002187820505380466,0.009637317952142363,0.005967347430748076,0.00397170231022592,0.012345633475436782,0.006550051279361272,0.006838760237024614
bills,0.005634490710587673,0.0,0.0,0.0014206079286011402,0.0,0.003805468163424551,0.0,0.0,0.0
ai,0.026000829430441273,0.03820933431843867,0.05199410364287354,0.15815178254151785,0.08464956799223408,0.04829179205037774,0.043971655305712044,0.007240168059739981,0.0
single,0.004875155518207739,0.002122740795468815,0.004836660803988236,0.0,0.002198690077720366,0.0032926221852530276,0.012130111808472288,0.0018100420149349953,0.0018898238855144414
penny,0.002489189636478716,0.0,0.0,0.0,0.0016839329129654562,0.0,0.0023225527234624743,0.022180401712347204,0.0
plan,0.0017982112168477896,0.0,0.004014027813883668,0.001813511277711938,0.003649461264185463,0.009715924136985167,0.0,0.0020029132457820326,0.010455981853625866
got,0.0617465309173721,0.0883386688852858,0.12579967905937678,0.263172913308503,0.30433471896815184,0.1598610179865933,0.15226281286372031,0.07041305125313368,0.03932287136289153
wealthy,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ball,0.003250103678805159,0.00424548159093763,0.001209165200997059,0.018027664331157475,0.005496725194300916,0.0032926221852530276,0.006065055904236144,0.0,0.0018898238855144414
money,0.039694198446882066,0.0038408116906645997,0.008751282021521863,0.07561587931680931,0.030831295058865057,0.009929255775564801,0.01371737052826309,0.011462589738882227,0.00512907017776846
rich,0.0219397544066216,0.0,0.0014840806307425264,0.017097694805501704,0.0013492917901788473,0.0094295407658674,0.0,0.0,0.009277974661175801
sunny,0.007467568909436148,0.003251529742555222,0.0,0.0012551844399099684,0.0,0.0,0.0023225527234624743,0.0,0.0
happens,0.002940310996065338,0.0057612175359968995,0.004375641010760932,0.004447992900988783,0.0019891158102493586,0.00099292557755648,0.004115211158478928,0.001637512819840318,0.0017096900592561534
free,0.014701554980326692,0.0096020292266615,0.02187820505380466,0.009637317952142363,0.054700684781857356,0.014893883663347202,0.008230422316957855,0.013100102558722545,0.07180698248875844
bet,0.0019945231278746907,0.007816099477667437,0.0029681612614850528,0.009051720779383255,0.0013492917901788473,0.0,0.005583003867725445,0.0,0.0
fancy,0.004978379272957432,0.0,0.0,0.0,0.0016839329129654562,0.0,0.0046451054469249485,0.0027725502140434006,0.0
las,0.01244594818239358,0.0,0.003704302120256171,0.0012551844399099684,0.0,0.0016811691421456097,0.0,0.0,0.0
vegas,0.002489189636478716,0.0,0.0,0.0012551844399099684,0.0016839329129654562,0.0016811691421456097,0.0,0.0,0.0
monaco,0.0038362794937398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carefree,0.01150883848121965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silence,0.003596422433695579,0.009395728102497265,0.0,0.000906755638855969,0.007298922528370926,0.017002867239724044,0.0016778313302632595,0.0,0.0020911963707251732
walking,0.024432634570830288,0.005802796718316053,0.0,0.0011200236081905126,0.010518224971669734,0.0,0.00828982195391692,0.0,0.0
empty,0.003596422433695579,0.007046796076872949,0.002676018542589112,0.001813511277711938,0.0024329741761236422,0.013359395688354606,0.0,0.0,0.006273589112175519
house,0.002940310996065338,0.0019204058453322998,0.008751282021521863,0.01556797515346074,0.017902042292244225,0.00893633019800832,0.0301782151621788,0.001637512819840318,0.003419380118512307
